time,Signal strength,ax,ay,az,bx,by,bz,wx,wy,wz,v
2,48,0.0424050614237785,0.129405230283737,9.81995487213135,35.2834434509277,-40.9667663574219,45.7459983825684,-0.00351249100640416,0.000125987091450952,-0.00161798764020205,-0.0136054418981075
2.00999999046326,47,0.0310919880867004,0.140579164028168,9.79325294494629,37.2247123718262,-42.0588111877441,48.5362358093262,-0.00564358569681644,0.00240091583691537,-0.000511344871483743,-0.0141287287697196
2.01999998092651,46,0.0335374400019646,0.133919954299927,9.80604648590088,38.9316825866699,-43.1022415161133,50.2437286376953,0.00124284403864294,0.00354865426197648,-0.00165908306371421,-0.0141287287697196
2.02999997138977,46,0.0471816956996918,0.119901746511459,9.80388736724854,40.631950378418,-43.8310852050781,52.1736717224121,0.00595121271908283,0.00360736204311252,-0.00280682137235999,-0.0146520147100091
2.03999996185303,46,0.0308862961828709,0.14475528895855,9.81663703918457,42.616325378418,-44.3793601989746,55.7217750549316,0.00145419233012944,0.00461713690310717,-0.0029447847045958,-0.0151753006502986
2.04999995231628,45,0.0382455103099346,0.133852228522301,9.81786441802979,44.5200500488281,-45.1647033691406,60.83349609375,0.000368097214959562,0.00762591371312738,-0.0029447847045958,-0.0151753006502986
2.05999994277954,45,0.0435020886361599,0.141865864396095,9.82240867614746,47.2222747802734,-45.5588722229004,63.5009765625,-0.0021856939420104,0.000853964069392532,0.00216279714368284,-0.0156985875219107
2.0699999332428,44,0.0437763445079327,0.128660306334496,9.81345558166504,49.8476753234863,-46.2646293640137,67.4632949829102,-0.000996859977021813,0.00210444140248001,0.00287316227331758,-0.0162218734622002
2.07999992370605,43,0.0343602076172829,0.137351140379906,9.81772804260254,52.8725166320801,-47.3437232971191,71.6347732543945,-0.000324655295116827,0.00414160313084722,0.000577685597818345,-0.0162218734622002
2.08999991416931,42,0.0388625860214233,0.12346837669611,9.82736301422119,55.8987007141113,-48.5022163391113,75.5607299804688,0.00220858794637024,0.000539877451956272,-0.00110429397318512,-0.0162218734622002
2.09999990463257,42,0.0390682816505432,0.132836416363716,9.80354690551758,58.6043701171875,-49.5430145263672,79.7748184204102,0.00367334857583046,-0.00145912473089993,-0.000649308261927217,-0.0167451594024897
2.10999989509583,42,0.0486215427517891,0.132836416363716,9.81291007995606,61.7119789123535,-50.8188209533691,86.1078796386719,0.00387001992203295,0.000381366204237565,0.00164616829715669,-0.0172684453427792
2.11999988555908,41,0.0482101552188396,0.132430091500282,9.80884265899658,65.6196136474609,-51.8986663818359,89.5838470458984,0.00697859982028604,0.00115337432362139,0.00469310535117984,-0.0183150190860033
2.13000011444092,40,0.0389311499893665,0.123806983232498,9.82131767272949,68.8835525512695,-53.2938499450684,93.7987213134766,0.00705492030829191,-3.25240471283905E-05,0.00661578681319952,-0.0177917312830687
2.14000010490418,40,0.0389311499893665,0.132836416363716,9.79961585998535,72.7160949707031,-54.3511695861816,98.503662109375,0.0111175030469894,-0.00353738223202527,0.0015287526184693,-0.0177917312830687
2.15000009536743,40,0.0385197624564171,0.131617441773415,9.81222820281982,76.6996002197266,-55.6936073303223,103.493797302246,0.00363518879748881,-0.00128593656700104,-0.000628760550171137,-0.0183150190860033
2.16000008583069,40,0.0345658995211124,0.11942770332098,9.80484294891357,80.3512878417969,-57.6911239624023,108.711074829102,0.000368097214959562,0.00833921413868666,-0.00154166738502681,-0.0188383050262928
2.17000007629395,39,0.0389311499893665,0.130217880010605,9.81622886657715,84.5618133544922,-59.0624656677246,114.331619262695,0.000368097214959562,0.00489599909633398,0.00190154754091054,-0.0193615909665823
2.1800000667572,39,0.0395482257008553,0.14475528895855,9.80402374267578,89.0706253051758,-60.0441436767578,119.647811889648,0.00262247840873897,0.000325593660818413,0.000836000079289079,-0.0198848769068718
2.19000005722046,39,0.0410337783396244,0.129405230283737,9.80686473846436,93.417366027832,-61.3434104919434,126.204307556152,-0.0013696551322937,-7.36195652280003E-05,-0.00240760808810592,-0.0204081628471613
2.20000004768372,40,0.0274123791605234,0.137622028589249,9.79934310913086,97.7869033813477,-62.9572677612305,131.495086669922,0.00275750644505024,0.00380109786055982,-0.00681950198486447,-0.0214547365903854
2.21000003814697,39,0.044599112123251,0.135184079408646,9.80586528778076,102.689796447754,-64.966423034668,136.209197998047,0.00227023125626147,-0.0031704583670944,-0.00251621752977371,-0.0225013084709644
2.22000002861023,39,0.0468388758599758,0.1250259578228,9.8160924911499,108.32202911377,-67.2599411010742,141.894256591797,0.00159509107470512,-0.00296791596338153,-0.00292130140587688,-0.0230245944112539
2.23000001907349,40,0.0389311499893665,0.133784502744675,9.81204605102539,114.031852722168,-69.3280334472656,148.936126708984,0.0030569164082408,-0.000569700787309557,-0.000517215463332832,-0.0240711662918329
