time,highgain,dac
0.00999999977648258,-0.0347603671252728,0.103150188922882
0.0199999995529652,-0.0347603671252728,0.103150188922882
0.0299999993294477,-0.0347603671252728,0.103150188922882
0.0399999991059303,-0.0347659066319466,0.103150188922882
0.0500000007450581,-0.0348367057740688,0.103442519903183
0.0599999986588955,-0.0349782966077328,0.103766418993473
0.0700000002980232,-0.0349949225783348,0.103150188922882
0.0799999982118607,-0.0345368906855583,0.103150188922882
0.0900000035762787,-0.0348367020487785,0.104524925351143
0.100000001490116,-0.034972757101059,0.104177236557007
0.109999999403954,-0.0350004658102989,0.102028205990791
0.119999997317791,-0.0345368906855583,0.102249622344971
0.129999995231628,-0.0347437411546707,0.103679493069649
0.140000000596046,-0.0349296666681767,0.103150188922882
0.150000005960464,-0.0345368906855583,0.103221327066422
0.159999996423721,-0.0345368906855583,0.103924475610256
0.170000001788139,-0.0345368906855583,0.103956043720245
0.180000007152557,-0.034961674362421,0.103387162089348
0.189999997615814,-0.0347117334604263,0.103616364300251
0.200000002980232,-0.0345368906855583,0.103956043720245
0.209999993443489,-0.0345368906855583,0.102391451597214
0.219999998807907,-0.0348367057740688,0.100069239735603
0.230000004172325,-0.0345368906855583,0.103956043720245
0.239999994635582,-0.0345368906855583,0.103956043720245
0.25,-0.0350269302725792,0.103956043720245
0.259999990463257,-0.0346464775502682,0.104509145021439
0.270000010728836,-0.0345368906855583,0.104311510920525
0.280000001192093,-0.0345368906855583,0.10360836237669
0.28999999165535,-0.0345368906855583,0.103150188922882
0.300000011920929,-0.0345368906855583,0.103150188922882
0.310000002384186,-0.0345688946545124,0.103150188922882
0.319999992847443,-0.035060178488493,0.103150188922882
0.330000013113022,-0.035060178488493,0.103790201246738
0.340000003576279,-0.0346575602889061,0.103956043720245
0.349999994039536,-0.0348367057740688,0.104390650987625
0.360000014305115,-0.0345368906855583,0.101774774491787
0.370000004768372,-0.0350103080272675,0.0986551493406296
0.379999995231628,-0.0346630997955799,0.101791448891163
0.389999985694885,-0.0348367057740688,0.103150188922882
0.400000005960465,-0.0345368906855583,0.103150188922882
0.409999996423721,-0.0350047647953033,0.103150188922882
0.419999986886978,-0.0349684543907642,0.103671714663506
0.430000007152557,-0.0345368906855583,0.103956043720245
0.439999997615814,-0.0347757488489151,0.104272164404392
0.449999988079071,-0.0347603671252728,0.104548491537571
0.46000000834465,-0.035060178488493,0.103956043720245
0.469999998807907,-0.035060178488493,0.103956043720245
0.479999989271164,-0.0348268635571003,0.103956043720245
0.490000009536743,-0.0348367020487785,0.103347592055798
0.5,-0.0345368906855583,0.10416167974472
0.509999990463257,-0.0345368906855583,0.104761905968189
0.519999980926514,-0.0347646661102772,0.102359220385551
0.529999971389771,-0.035060178488493,0.0995008051395416
0.540000021457672,-0.0347603633999825,0.103150188922882
0.550000011920929,-0.035060178488493,0.103150188922882
0.560000002384186,-0.0348379462957382,0.103845559060574
0.569999992847443,-0.0349825993180275,0.103363379836082
0.5799999833107,-0.035060178488493,0.103150188922882
0.589999973773956,-0.035060178488493,0.103537440299988
0.600000023841858,-0.0347603633999825,0.103671491146088
0.610000014305115,-0.0347603633999825,0.103332035243511
0.620000004768372,-0.0346963480114937,0.103876903653145
0.629999995231628,-0.0348243787884712,0.10317375510931
0.639999985694885,-0.0347603633999825,0.103150188922882
0.649999976158142,-0.035060178488493,0.103150188922882
0.660000026226044,-0.0347603671252728,0.103150188922882
0.670000016689301,-0.0347782298922539,0.103893138468266
0.680000007152557,-0.0348367057740688,0.104493133723736
0.689999997615814,-0.0345368906855583,0.103789985179901
0.699999988079071,-0.0345898233354092,0.102643333375454
0.709999978542328,-0.0347837693989277,0.0970180854201317
0.72000002861023,-0.0345368906855583,0.102677561342716
0.730000019073486,-0.0345368906855583,0.103956043720245
0.740000009536743,-0.0342370793223381,0.1034976541996
0.75,-0.0348077565431595,0.103505879640579
0.759999990463257,-0.0347603633999825,0.103703059256077
0.769999980926514,-0.0346421785652638,0.103150188922882
0.779999971389771,-0.0345368906855583,0.103150188922882
0.790000021457672,-0.0345368906855583,0.103150188922882
0.800000011920929,-0.0347258783876896,0.103150188922882
0.810000002384186,-0.035060178488493,0.103150188922882
0.819999992847443,-0.035060178488493,0.103150188922882
0.8299999833107,-0.035060178488493,0.103150188922882
0.839999973773956,-0.0345769189298153,0.10362458974123
0.850000023841858,-0.0345368906855583,0.104627408087254
0.860000014305115,-0.0345368906855583,0.103956043720245
0.870000004768372,-0.0345368906855583,0.103956043720245
0.879999995231628,-0.0345368906855583,0.103323809802532
0.889999985694885,-0.0345368906855583,0.103150188922882
0.899999976158142,-0.0345368906855583,0.103150188922882
0.910000026226044,-0.0345368906855583,0.103150188922882
0.920000016689301,-0.0347092524170876,0.103150188922882
0.930000007152557,-0.0346643403172493,0.103387609124184
0.939999997615814,-0.0345368906855583,0.104745902121067
0.949999988079071,-0.0345368906855583,0.104042746126652
0.959999978542328,-0.0347037091851234,0.103339590132236
0.97000002861023,-0.0346698835492134,0.103150188922882
0.980000019073486,-0.0345510318875313,0.103150188922882
0.990000009536743,-0.0348225608468056,0.103150188922882
1,-0.0348367057740688,0.103355817496777
1.00999999046326,-0.0345368906855583,0.103956043720245
1.01999998092651,-0.0345368906855583,0.103956267237663
1.02999997138977,-0.0345368906855583,0.104659423232079
1.03999996185303,-0.0345368906855583,0.103560566902161
1.04999995231628,-0.0345368906855583,0.103150188922882
1.05999994277954,-0.0345399491488934,0.103150188922882
1.07000005245209,-0.0348336435854435,0.10373529791832
1.08000004291534,-0.0345368906855583,0.104382209479809
1.0900000333786,-0.0345368906855583,0.103150188922882
1.10000002384186,-0.0345368906855583,0.103150188922882
1.11000001430511,-0.0348367057740688,0.10383778065443
1.12000000476837,-0.0345368906855583,0.103956043720245
1.12999999523163,-0.0346052050590515,0.103473864495754
1.13999998569489,-0.0347683876752853,0.103529661893845
1.14999997615814,-0.0345368906855583,0.102572187781334
1.1599999666214,-0.0346760042011738,0.100797072052956
1.16999995708466,-0.0349974036216736,0.103884682059288
1.17999994754791,-0.0348231382668018,0.103181533515453
1.19000005722046,-0.034550454467535,0.103150188922882
1.20000004768372,-0.0345368906855583,0.103150188922882
1.21000003814697,-0.0348367057740688,0.103616587817669
1.22000002861023,-0.0345368906855583,0.104319736361504
1.23000001907349,-0.0347412601113319,0.10423993319273
1.24000000953674,-0.0346323326230049,0.102675341069698
1.25,-0.0345368906855583,0.100954905152321
1.25999999046326,-0.0345368906855583,0.103767529129982
1.26999998092651,-0.0345368906855583,0.103956043720245
1.27999997138977,-0.0345368906855583,0.103956043720245
1.28999996185303,-0.0348367020487785,0.103505432605743
1.29999995231628,-0.0345368906855583,0.103498093783855
1.30999994277954,-0.0345368906855583,0.103956043720245
1.32000005245209,-0.0345368906855583,0.103813543915749
1.33000004291534,-0.0348367020487785,0.103229776024818
1.3400000333786,-0.0348009765148163,0.104636080563068
1.35000002384186,-0.035060178488493,0.10348142683506
1.36000001430511,-0.0349487699568272,0.103687718510628
1.37000000476837,-0.0348717719316483,0.103956043720245
1.37999999523163,-0.035060178488493,0.103623919188976
1.38999998569489,-0.0347603633999825,0.103150188922882
1.39999997615814,-0.035060178488493,0.103150188922882
1.4099999666214,-0.0347308404743671,0.103150188922882
1.41999995708466,-0.0347898937761784,0.103150188922882
1.42999994754791,-0.0347603671252728,0.103774644434452
1.44000005722046,-0.0347603671252728,0.104477800428867
1.45000004768372,-0.035060178488493,0.101828575134277
1.46000003814697,-0.035060178488493,0.101018935441971
1.47000002861023,-0.035060178488493,0.102033317089081
1.48000001907349,-0.035060178488493,0.0977016761898994
1.49000000953674,-0.0347603671252728,0.103947818279266
1.5,-0.035060178488493,0.103244669735432
1.50999999046326,-0.0345947854220867,0.103150188922882
1.51999998092651,-0.0349259451031685,0.103656157851219
1.52999997138977,-0.0347474627196789,0.103552781045437
1.53999996185303,-0.0345368906855583,0.103450745344162
1.54999995231628,-0.0346969291567802,0.104153893887997
1.55999994277954,-0.0349764786660671,0.104571610689163
1.57000005245209,-0.0348367020487785,0.103165306150913
1.58000004291534,-0.0345368906855583,0.103845782577991
1.5900000333786,-0.0345368906855583,0.103956043720245
1.60000002384186,-0.0345368906855583,0.104446232318878
1.61000001430511,-0.0345368906855583,0.103986948728561
1.62000000476837,-0.0347621850669384,0.103150188922882
1.62999999523163,-0.0347603671252728,0.102786049246788
1.63999998569489,-0.0349875614047051,0.101697191596031
1.64999997615814,-0.0345368906855583,0.103103503584862
1.6599999666214,-0.0347566455602646,0.103150188922882
1.66999995708466,-0.0347603671252728,0.100841753184795
1.67999994754791,-0.035060178488493,0.102298751473427
1.69000005722046,-0.0347696281969547,0.103956043720245
1.70000004768372,-0.0345368906855583,0.103687055408955
1.71000003814697,-0.0348367020487785,0.103150188922882
1.72000002861023,-0.0348367057740688,0.103213764727116
1.73000001907349,-0.0345368906855583,0.103916920721531
1.74000000953674,-0.0347455628216267,0.103956043720245
1.75,-0.035060178488493,0.103394724428654
1.75999999046326,-0.0347043722867966,0.100398480892181
1.76999998092651,-0.0348163582384586,0.100806407630444
1.77999997138977,-0.0347603671252728,0.103702835738659
1.78999996185303,-0.0349333882331848,0.10330069065094
1.79999995231628,-0.0348367020487785,0.103908248245716
1.80999994277954,-0.0345368906855583,0.103205099701881
1.82000005245209,-0.0345368906855583,0.103150188922882
1.83000004291534,-0.0345368906855583,0.103695727884769
1.8400000333786,-0.0348816141486168,0.103956043720245
1.85000002384186,-0.035060178488493,0.104296170175076
1.86000001430511,-0.0345683209598064,0.104524485766888
1.87000000476837,-0.0348367057740688,0.103956043720245
1.87999999523163,-0.0345368906855583,0.103956043720245
1.88999998569489,-0.0345368906855583,0.103956043720245
1.89999997615814,-0.0345368906855583,0.103956043720245
1.9099999666214,-0.0345368906855583,0.103426292538643
1.91999995708466,-0.0345707163214684,0.103150188922882
1.92999994754791,-0.0348028764128685,0.103150188922882
1.94000005722046,-0.0348367057740688,0.103150188922882
1.95000004768372,-0.0345368906855583,0.102317653596401
1.96000003814697,-0.0345368906855583,0.0976389870047569
1.97000002861023,-0.0345368906855583,0.103264227509499
1.98000001907349,-0.0345368906855583,0.103339366614819
1.99000000953674,-0.0345368906855583,0.103150188922882
2,-0.0348367020487785,0.103561453521252
2.00999999046326,-0.0345368906855583,0.103956043720245
2.01999998092651,-0.0345368906855583,0.103956043720245
2.02999997138977,-0.0345368906855583,0.103852897882462
2.03999996185303,-0.0345368906855583,0.103151075541973
2.04999995231628,-0.0345368906855583,0.104557387530804
2.05999994277954,-0.034701231867075,0.104161009192467
2.0699999332428,-0.0346723645925522,0.103457860648632
2.07999992370605,-0.0348367057740688,0.103150188922882
2.08999991416931,-0.0345368906855583,0.103735744953156
2.09999990463257,-0.0345368906855583,0.104571834206581
2.10999989509583,-0.0345368906855583,0.103868678212166
2.11999988555908,-0.0345430113375187,0.103165529668331
2.13000011444092,-0.0348305813968182,0.103837996721268
2.14000010490418,-0.0346901454031467,0.104541152715683
2.15000009536743,-0.0346834473311901,0.103797100484371
2.16000008583069,-0.0348367020487785,0.103150188922882
2.17000007629395,-0.0345368906855583,0.103427179157734
2.1800000667572,-0.0345368906855583,0.103781759738922
2.19000005722046,-0.0345368906855583,0.103221774101257
2.20000004768372,-0.034831739962101,0.103924922645092
2.21000003814697,-0.0345418527722359,0.103284016251564
2.22000002861023,-0.0345368906855583,0.103150188922882
2.23000001907349,-0.0349025391042233,0.103150188922882
2.24000000953674,-0.0347708687186241,0.103150188922882
2.25,-0.0347498618066311,0.103150188922882
2.25999999046326,-0.0346237346529961,0.103308692574501
2.26999998092651,-0.0348367057740688,0.103956043720245
2.27999997138977,-0.0348206609487534,0.103956043720245
2.28999996185303,-0.035060178488493,0.103956043720245
2.29999995231628,-0.035060178488493,0.103956043720245
2.30999994277954,-0.034705612808466,0.103505209088326
2.3199999332428,-0.0348151177167892,0.103498317301273
2.32999992370605,-0.0348582901060581,0.103956043720245
2.33999991416931,-0.0349622517824173,0.103956043720245
2.34999990463257,-0.0347111560404301,0.103956043720245
